,acousticness,album_names,artist_name,audio_mode,audio_valence,danceability,energy,instrumentalness,key,liveness,loudness,song_duration_ms,song_name,song_popularity,speechiness,tempo,time_signature,yt_max_views
0,0.000954,Silver Side Up,Nickelback,1.0,0.574,0.447,0.7659999999999999,0.0,10.0,0.113,-5.065,223826.0,How You Remind Me,56.0,0.0313,172.011,4.0,73000000.0
1,0.0137,No One Knows (International Version),Queens of the Stone Age,1.0,0.687,0.518,0.5379999999999999,0.000398,0.0,0.141,-5.818,255066.0,No One Knows,13.0,0.0486,170.953,4.0,128000000.0
2,0.0102,Come Clean (Repackaged International Version),Puddle Of Mudd,0.0,0.495,0.44,0.932,0.0,3.0,0.142,-4.488,303920.0,Blurry,28.0,0.0584,157.438,4.0,82000000.0
3,0.000194,ONE BY ONE,Foo Fighters,1.0,0.674,0.5820000000000001,0.597,0.000273,5.0,0.517,-5.671,262733.0,All My Life,11.0,0.0512,167.738,4.0,84000000.0
4,0.000917,"Echoes, Silence, Patience & Grace",Foo Fighters,1.0,0.365,0.433,0.959,0.0,9.0,0.028,-4.04,269373.0,The Pretender,11.0,0.0431,172.984,4.0,457000000.0
5,0.000153,How To Dismantle An Atomic Bomb,U2,1.0,0.6829999999999999,0.391,0.831,0.00192,2.0,0.141,-3.892,194520.0,Vertigo,57.0,0.0613,139.946,4.0,59000000.0
6,0.0983,WUT WUT,Dillon Francis,1.0,0.634,0.83,0.4970000000000001,0.0,1.0,0.0906,-6.94,185282.0,White Boi,59.0,0.052000000000000005,127.965,4.0,4400000.0
7,0.716,Pa Mí,Dalex,0.0,0.6459999999999999,0.722,0.584,0.000321,11.0,0.115,-8.467,210865.0,Pa Mí,58.0,0.318,169.97799999999995,4.0,414000000.0
8,0.107,Banana Clip (Spanish Version),Miguel,0.0,0.7190000000000001,0.398,0.66,0.0,1.0,0.121,-5.626,202373.0,Banana Clip - Spanish Version,57.0,0.12,83.82799999999997,4.0,5700000.0
9,0.00397,NICE GIRLS FINISH LAST: CUIDADO,BIA,0.0,0.158,0.812,0.748,0.0,5.0,0.174,-5.959,162733.0,YAKWTFGO (feat. Kali Uchis),44.0,0.139,132.035,4.0,2200000.0
10,0.0526,no kap,Kap G,1.0,0.34600000000000003,0.659,0.7340000000000001,2.48e-06,10.0,0.242,-4.008,157461.0,Come With Me,47.0,0.046,161.971,4.0,80000.0
11,0.232,Como Si Na,Melii,0.0,0.7090000000000001,0.705,0.778,0.0,9.0,0.244,-4.101,170997.0,Como Si Na,54.0,0.177,160.099,4.0,57000000.0
12,0.0255,Blah,Mariah,0.0,0.777,0.723,0.687,0.000207,11.0,0.124,-4.632,188440.0,Blah,47.0,0.2,173.747,4.0,5600000.0
13,0.902,Chiquito,Cuco,1.0,0.129,0.465,0.675,0.267,10.0,0.11,-7.555,272000.0,Mi Infinita,56.0,0.0485,119.941,4.0,1400000.0
14,0.5710000000000001,Pastel,Katzù Oso,1.0,0.594,0.632,0.652,0.85,4.0,0.194,-10.558,174000.0,Coqueta,49.0,0.0302,115.031,4.0,32000.0
15,0.0857,Nuestro Planeta (feat. Reykon),Kali Uchis,0.0,0.415,0.871,0.545,0.000499,0.0,0.0756,-6.466,202754.0,Nuestro Planeta (feat. Reykon),52.0,0.0625,96.035,4.0,6700000.0
16,0.0749,Pum Pum,Sammi Sanchez,0.0,0.611,0.736,0.906,0.000123,4.0,0.12,-1.49,185743.0,Pum Pum,45.0,0.0566,93.013,4.0,255000.0
17,0.00245,Quiero Saber,Jesse Baez,0.0,0.599,0.695,0.818,3.36e-06,6.0,0.305,-5.532,166253.0,Quiero Saber,52.0,0.0482,102.976,4.0,3000000.0
18,0.00323,Como,Kim Viera,1.0,0.65,0.5429999999999999,0.847,0.0,9.0,0.0551,-3.574,234373.0,Como,38.0,0.0659,92.046,4.0,26000000.0
19,0.271,Anywhere Contigo,Breakfast n Vegas,1.0,0.823,0.841,0.841,2.6e-05,9.0,0.108,-4.288,193846.0,Anywhere Contigo,46.0,0.0633,104.01,4.0,347000.0
20,0.425,No Gratis,Messiah,1.0,0.952,0.777,0.546,0.0,7.0,0.0809,-9.504,208800.0,No Gratis,44.0,0.207,147.173,4.0,4000000.0
21,0.0797,Summer With Friends,DaniLeigh,1.0,0.7609999999999999,0.825,0.481,0.0,2.0,0.239,-8.6,198386.0,All Day,45.0,0.0396,121.046,4.0,2400000.0
22,0.235,Just As I Am,Spiff TV,0.0,0.708,0.682,0.7509999999999999,0.0,8.0,0.11,-5.812,224413.0,Just As I Am,53.0,0.0675,129.937,4.0,5600000.0
23,0.006940000000000001,Nice & Slow,Nina Sky,0.0,0.6970000000000001,0.799,0.616,0.00237,5.0,0.28300000000000003,-4.599,218448.0,Nice & Slow,38.0,0.0415,127.023,4.0,36000000.0
24,0.108,Don't Werk,Paula DeAnda,1.0,0.435,0.703,0.617,5.610000000000002e-05,7.0,0.271,-8.732000000000001,133120.0,Don't Werk,39.0,0.0731,123.159,4.0,37000000.0
25,0.0079,Nuestra Cancion Pt. 2 (feat. Arcángel),Snow Tha Product,1.0,0.621,0.493,0.825,0.0,8.0,0.129,-4.056,215003.0,Nuestra Cancion Pt. 2 (feat. Arcángel),46.0,0.0798,99.866,4.0,16000000.0
26,0.0429,La Hora Loca,Jackie Cruz,0.0,0.76,0.836,0.725,0.0,7.0,0.108,-5.445,175239.0,La Hora Loca,44.0,0.0571,126.035,4.0,152000.0
27,0.00436,Dinero (English Version),Trinidad Cardona,0.0,0.451,0.701,0.779,0.0,11.0,0.121,-4.657,161093.0,Dinero - English Version,37.0,0.0647,119.974,4.0,4900000.0
28,0.149,Pum Pum (feat. Kap G & Play-N-Skillz),Messiah,0.0,0.62,0.871,0.563,0.0,10.0,0.0568,-8.329,182224.0,Pum Pum (feat. Kap G & Play-N-Skillz),53.0,0.0795,91.998,4.0,8000000.0
29,0.133,GOOD MAN (Deluxe),Ne-Yo,1.0,0.421,0.494,0.7290000000000001,0.0,2.0,0.14300000000000002,-4.934,204453.0,NIGHTS LIKE THESE,59.0,0.161,78.833,4.0,1800000.0
30,0.0199,Alright,Anthony Ramos,1.0,0.294,0.561,0.58,0.0,5.0,0.0619,-5.612,229038.0,Alright,43.0,0.0414,84.98,4.0,3100000.0
31,0.369,Insecure,Amara La Negra,0.0,0.546,0.483,0.685,0.0,10.0,0.0817,-3.232,191906.0,Insecure,53.0,0.174,185.502,4.0,7000000.0
32,0.0762,Si Una Vez [(If I Once)[Spanglish Version]],Play-N-Skillz,1.0,0.404,0.62,0.823,3.13e-05,5.0,0.112,-2.436,237860.0,Si Una Vez - (If I Once)[Spanglish Version],54.0,0.0567,175.921,4.0,32000000.0
33,0.586,Belong To U,Fancy Cars,1.0,0.489,0.633,0.765,6.890000000000001e-05,1.0,0.0966,-5.732,202574.0,Belong To U,44.0,0.0474,100.934,4.0,20000.0
34,0.569,South Beach Social Club,Salaam Remi,1.0,0.836,0.853,0.7140000000000001,0.0101,7.0,0.0716,-6.1770000000000005,167823.0,Sunny Daze,40.0,0.0767,92.375,4.0,113000.0
35,0.0652,"Uno Más Remix Feat. Pharrell Williams, Miguel, Wiz Khalifa, J Alvarez",N.O.R.E.,1.0,0.813,0.8,0.8370000000000001,4.52e-05,7.0,0.0699,-4.488,241135.0,"Uno Más Feat. Pharrell Williams, Miguel, Wiz Khalifa, J Alvarez (Remix)",41.0,0.099,105.026,4.0,251000.0
36,0.118,Island,Lil Eddie,0.0,0.434,0.743,0.7929999999999999,6.07e-05,2.0,0.227,-5.032,194011.0,Island,37.0,0.0546,109.921,4.0,28000000.0
37,0.159,Sean Kingston,Sean Kingston,1.0,0.708,0.745,0.6659999999999999,0.0,9.0,0.302,-5.899,241933.0,Beautiful Girls,10.0,0.0566,129.995,4.0,729000000.0
38,0.00611,Greatest Hits...So Far!!!,P!nk,1.0,0.625,0.701,0.7,0.0,7.0,0.0295,-4.934,203306.0,Raise Your Glass,54.0,0.0876,122.035,4.0,219000000.0
39,0.0411,Greatest Hits - Chapter One,Kelly Clarkson,1.0,0.682,0.555,0.923,0.0,0.0,0.112,-5.908,221920.0,Stronger (What Doesn't Kill You),52.0,0.0482,116.012,4.0,384000000.0
40,0.0251,Caught Up,Usher,1.0,0.746,0.815,0.8079999999999999,5.37e-06,6.0,0.12,-4.614,224946.0,Caught Up,31.0,0.0511,110.063,4.0,30000000.0
41,0.327,Bandits (Motion Picture Soundtrack),Five For Fighting,1.0,0.181,0.521,0.431,0.0,0.0,0.0986,-9.74,222000.0,Superman (It's Not Easy),48.0,0.0293,106.546,4.0,71000000.0
42,0.439,Mi Vida Es Cantar,Celia Cruz,1.0,0.843,0.82,0.7170000000000001,0.00107,8.0,0.236,-6.191,275253.0,La Vida Es Un Carnaval,24.0,0.0722,104.005,4.0,68000000.0
43,0.0838,Mi Sangre,Juanes,0.0,0.973,0.7509999999999999,0.731,0.0,6.0,0.0556,-4.419,216706.0,La Camisa Negra,29.0,0.0308,97.007,4.0,140000000.0
44,0.141,The Very Best Of Gloria Estefan (English Version),Miami Sound Machine,1.0,0.8590000000000001,0.782,0.8740000000000001,0.0584,2.0,0.112,-7.157,252933.0,Conga,59.0,0.0474,123.179,4.0,21000000.0
45,0.833,Celia,Celia Cruz,1.0,0.905,0.7440000000000001,0.601,0.0242,10.0,0.131,-5.2410000000000005,199316.0,Guantanamera,58.0,0.0349,143.542,4.0,4400000.0
46,0.0306,Los Fabulosos Cadillacs - El Matador,Los Fabulosos Cadillacs,0.0,0.638,0.5660000000000001,0.911,0.0247,4.0,0.0574,-9.458,277600.0,El Matador,11.0,0.0791,193.538,4.0,100000000.0
47,0.743,Anthology,Tito Puente,1.0,0.963,0.696,0.728,0.0537,7.0,0.0835,-6.937,272546.0,Oye Como Va,56.0,0.034,124.092,4.0,6000000.0
48,0.414,!Volare! The Very Best of the Gipsy Kings,Gipsy Kings,0.0,0.933,0.6709999999999999,0.884,0.00015,6.0,0.0701,-9.267,203173.0,Bamboleo,54.0,0.0586,119.574,4.0,13000000.0
49,0.337,Mambo No 5,Pérez Prado,0.0,0.8170000000000001,0.816,0.416,0.7909999999999999,5.0,0.0452,-17.795,162213.0,Mambo No 5,52.0,0.244,90.148,4.0,6200000.0
50,0.00487,Originales - 20 Exitos,Soda Stereo,1.0,0.76,0.542,0.7140000000000001,0.298,2.0,0.334,-8.045,212893.0,De Música Ligera,51.0,0.028,124.26,4.0,61000000.0
51,0.0699,Just Another Band From East L.A.: A Collection,Los Lobos,1.0,0.8859999999999999,0.348,0.7509999999999999,0.0007379999999999999,0.0,0.208,-12.823,172733.0,La Bamba,57.0,0.0494,156.509,4.0,47000000.0
52,0.318,SIMPLEMENTE AMIGOS,Juan Gabriel,1.0,0.43,0.522,0.526,0.0,2.0,0.116,-6.3610000000000015,319560.0,Querida,4.0,0.0259,90.02,4.0,177000000.0
53,0.0485,Ultimate Santana,Santana,1.0,0.6629999999999999,0.779,0.631,0.00316,2.0,0.0349,-5.314,262160.0,Maria Maria - Radio Mix,56.0,0.115,97.927,4.0,350000000.0
54,0.0151,Latin Explosion,Pitbull,1.0,0.8109999999999999,0.815,0.757,5.260000000000001e-05,2.0,0.187,-5.351,238680.0,I Know You Want Me (Calle Ocho),7.0,0.165,127.052,4.0,75000000.0
55,0.112,32 Cañonazos,Joe Arroyo,0.0,0.778,0.5589999999999999,0.73,0.00267,10.0,0.263,-8.461,378373.0,Rebelión,43.0,0.0639,106.806,4.0,8800000.0
56,0.652,Cuba Classics 1: Silvio Rodriguez,Silvio Rodríguez,0.0,0.4370000000000001,0.555,0.331,1.16e-05,9.0,0.235,-17.718,351400.0,La Maza,58.0,0.27,170.60299999999995,3.0,25000000.0
57,0.445,Mis Favoritas,Rocío Dúrcal,1.0,0.386,0.301,0.335,0.00181,0.0,0.7509999999999999,-8.564,408440.0,Amor Eterno,59.0,0.0303,176.59099999999995,4.0,80000000.0
58,0.701,"Boleros para Enamorarse, Vol. 2",Consuelo Velázquez,0.0,0.843,0.7070000000000001,0.408,0.0,5.0,0.105,-12.776,181960.0,Besame Mucho,7.0,0.0366,126.399,4.0,5000000.0
59,0.491,Foursider,Sergio Mendes & Brasil '66,0.0,0.914,0.66,0.504,2.65e-05,0.0,0.15,-13.087,159466.0,Mais Que Nada,52.0,0.0496,88.95299999999996,4.0,27000000.0
60,0.422,El Cantante de los Cantantes,Héctor Lavoe,0.0,0.6579999999999999,0.489,0.679,6.92e-06,7.0,0.13,-4.899,622520.0,El Cantante,58.0,0.0326,95.813,4.0,58000000.0
61,0.83,Buena Vista Social Club,Buena Vista Social Club,0.0,0.701,0.507,0.423,0.00916,2.0,0.0973,-14.187,257213.0,Chan Chan,7.0,0.0332,82.809,4.0,20000000.0
62,0.259,Inolvidables,Roberto Carlos,0.0,0.898,0.613,0.489,0.0,11.0,0.0696,-13.509,208866.0,Amigo,41.0,0.0503,145.278,4.0,19000000.0
63,0.888,Stan Getz's Finest Hour,Stan Getz,0.0,0.362,0.66,0.124,0.0007639999999999999,5.0,0.111,-19.2,325506.0,The Girl From Ipanema - Stereo Version,50.0,0.0496,129.91899999999998,4.0,3500000.0
64,0.565,Personalidad,Julio Iglesias,1.0,0.708,0.5760000000000001,0.698,0.0,0.0,0.386,-5.181,183546.0,"Soy un Truhán, Soy un Señor",50.0,0.0321,98.855,4.0,20000000.0
65,0.8109999999999999,Mi Chile Lindo,Violeta Parra,1.0,0.264,0.649,0.14400000000000002,2.42e-06,0.0,0.08900000000000001,-16.809,278040.0,Gracias a la Vida,52.0,0.0522,119.193,4.0,10000000.0
66,0.908,"Tango, Tango",Gerardo Matos Rodriguez,1.0,0.431,0.57,0.301,0.574,7.0,0.123,-13.845999999999998,193800.0,La Cumparsita,42.0,0.0518,118.337,4.0,2200000.0
67,0.853,Serie Diamante (USA),Lola Beltrán,1.0,0.446,0.39,0.263,0.0,2.0,0.219,-6.851,195533.0,Paloma negra,50.0,0.0394,80.332,1.0,18000000.0
68,0.386,Epoca De Oro,José Alfredo Jimenez,1.0,0.851,0.337,0.55,0.0,9.0,0.298,-5.814,128386.0,El Rey,40.0,0.0502,183.117,4.0,15000000.0
69,0.5479999999999999,Christmas Hits,José Feliciano,1.0,0.964,0.514,0.83,0.0,2.0,0.321,-8.666,182226.0,Feliz Navidad,57.0,0.0391,148.806,4.0,48000000.0
70,0.00038,Hot Rocks (1964-1971) [Remastered],The Rolling Stones,1.0,0.8590000000000001,0.735,0.82,0.0572,2.0,0.0983,-8.554,222746.0,(I Can't Get No) Satisfaction,48.0,0.0494,135.586,4.0,109000000.0
71,0.255,The Essentials: Tommy James & The Shondells,Tommy James & The Shondells,1.0,0.653,0.412,0.59,0.0325,11.0,0.177,-12.277,208666.0,Crimson And Clover - Single Version,56.0,0.0701,85.824,4.0,42000000.0
72,0.22,Santana (Legacy Edition),Santana,1.0,0.73,0.7040000000000001,0.528,0.35,5.0,0.14,-13.382,238266.0,Evil Ways,59.0,0.0358,117.472,4.0,14000000.0
73,0.165,Greatest Hits,Simon & Garfunkel,1.0,0.49,0.436,0.375,0.0,6.0,0.294,-13.856,184880.0,The Sounds of Silence,54.0,0.0284,107.386,4.0,71000000.0
74,0.505,In My Lifetime,Neil Diamond,1.0,0.588,0.556,0.161,4.36e-05,11.0,0.28,-13.944,201800.0,Sweet Caroline - Single Version,58.0,0.0297,126.534,4.0,43000000.0
75,0.00206,The Young Rascals,The Young Rascals,1.0,0.816,0.252,0.507,0.00057,2.0,0.325,-13.337,150906.0,Good Lovin' - Single Version,52.0,0.0442,196.49400000000003,4.0,2100000.0
76,0.7140000000000001,Rock & Roll 50s Mix,Ray Charles,0.0,0.95,0.599,0.7040000000000001,0.0,8.0,0.521,-8.566,120173.0,Hit the Road Jack,13.0,0.243,173.043,4.0,44000000.0
77,0.13,Bayou Country (40th Anniversary Edition),Creedence Clearwater Revival,1.0,0.728,0.6990000000000001,0.6409999999999999,0.000218,2.0,0.0601,-7.564,187213.0,Proud Mary,30.0,0.0289,120.745,4.0,35000000.0
78,0.462,Good Times Are So Hard To Find,Blue Cheer,0.0,0.657,0.456,0.514,0.00037,7.0,0.268,-9.733,226906.0,Summertime Blues,37.0,0.053,138.377,4.0,821000.0
79,0.498,The Anthology 1964 - 1971 (2014 Remastered Version),The Kinks,1.0,0.685,0.551,0.954,0.0,7.0,0.0884,-2.844,142480.0,All Day and All of the Night - 2014 Remastered Version,38.0,0.0814,136.862,4.0,6800000.0
80,0.792,River Deep-Mountain High,Ike & Tina Turner,1.0,0.341,0.36,0.757,0.0125,3.0,0.147,-6.8320000000000025,214880.0,River Deep - Mountain High,51.0,0.0405,83.865,4.0,4500000.0
81,0.047,The Rolling Stones In Mono (Remastered 2016),The Rolling Stones,1.0,0.6759999999999999,0.6,0.897,0.727,3.0,0.0672,-7.275,219466.0,Jumpin' Jack Flash - Mono / Remastered,21.0,0.0477,137.375,4.0,6900000.0
82,0.0252,Time Has Come: The Best Of The Chambers Brothers,The Chambers Brothers,1.0,0.44,0.528,0.514,0.0894,2.0,0.0725,-11.909,290933.0,Time Has Come Today,53.0,0.133,122.872,4.0,935000.0
83,0.000242,Psychotic Reaction,Count Five,1.0,0.667,0.34600000000000003,0.75,0.0119,11.0,0.271,-6.619,185523.0,Psychotic Reaction,55.0,0.103,165.03599999999997,4.0,2600000.0
84,0.0546,Needles & Pins,The Searchers,1.0,0.887,0.565,0.953,2.95e-05,9.0,0.0637,-6.504,131360.0,Needles and Pins - Mono,58.0,0.0393,124.287,4.0,2500000.0
85,0.225,Music From Big Pink (Expanded Edition),The Band,1.0,0.502,0.63,0.519,4.3e-06,9.0,0.0974,-10.997,278626.0,The Weight - Remastered,55.0,0.0528,143.942,4.0,29000000.0
86,0.758,Crying,Roy Orbison,1.0,0.162,0.35,0.293,8.21e-06,2.0,0.104,-9.502,166466.0,Crying,59.0,0.0258,96.685,4.0,5200000.0
87,0.8,Hi We're The Miracles,The Miracles,1.0,0.8859999999999999,0.5579999999999999,0.6859999999999999,0.0,7.0,0.815,-4.495,170760.0,Shop Around,54.0,0.0289,132.075,4.0,2600000.0
88,0.105,Never To Be Forgotten - The Mustang Years,The Bobby Fuller Four,1.0,0.962,0.593,0.804,2.22e-06,7.0,0.047,-5.497000000000001,138360.0,I Fought The Law,57.0,0.0319,148.959,4.0,19000000.0
89,0.381,Hot Rocks (1964-1971) [Remastered],The Rolling Stones,1.0,0.966,0.562,0.768,0.03,7.0,0.168,-6.613,179386.0,Honky Tonk Women,57.0,0.0606,119.544,4.0,4500000.0
90,0.285,The Doors (50th Anniversary Deluxe Edition),The Doors,1.0,0.0329,0.35100000000000003,0.228,0.00116,0.0,0.123,-17.271,710826.0,The End - Remastered,49.0,0.0307,104.551,4.0,8199999.999999999
91,0.595,Surf City: The Best Of Jan & Dean,Jan & Dean,1.0,0.942,0.469,0.647,1.65e-06,8.0,0.339,-13.913,163026.0,Surf City - Remastered 1990 / Stereo Remix,47.0,0.0315,147.878,4.0,93000.0
92,0.0176,A Fire in the Sky,Deep Purple,1.0,0.474,0.585,0.6759999999999999,0.732,5.0,0.129,-11.267,252040.0,Hush - 2014 Remastered Version,38.0,0.0471,109.309,4.0,11000000.0
93,0.387,Five Live Yardbirds,The Yardbirds,1.0,0.561,0.338,0.6679999999999999,1.59e-05,2.0,0.111,-8.641,149733.0,For Your Love,53.0,0.0421,127.097,5.0,7200000.0
94,0.0154,Beggars Banquet,The Rolling Stones,1.0,0.708,0.57,0.754,0.0133,0.0,0.184,-9.948,194733.0,Street Fighting Man,58.0,0.031,127.957,4.0,2200000.0
95,0.184,Surfer Girl (Remastered),The Beach Boys,1.0,0.499,0.341,0.416,6.28e-05,11.0,0.0917,-9.574,134133.0,In My Room - Remastered,50.0,0.0265,102.886,3.0,3400000.0
96,0.038,I'm A Man / I Can't Get Enough Of It,The Spencer Davis Group,1.0,0.643,0.55,0.929,0.0,9.0,0.135,-5.765,176160.0,I'm A Man,14.0,0.0815,129.011,4.0,3700000.0
97,0.528,Gold (International Version),Them,1.0,0.711,0.6459999999999999,0.813,0.007859999999999999,9.0,0.17800000000000002,-6.733,156106.0,Gloria - Stereo Version,52.0,0.0434,129.378,4.0,591000.0
98,0.395,Small Faces: The Singles Collection,Small Faces,1.0,0.503,0.601,0.596,2.34e-06,9.0,0.451,-8.029,172746.0,Itchycoo Park,49.0,0.0734,128.168,4.0,1500000.0
99,0.721,Hit Single Anthology,The Troggs,0.0,0.574,0.421,0.664,0.00244,11.0,0.0851,-10.657,158250.0,Wild Thing,54.0,0.0665,201.583,4.0,8400000.0
100,0.265,Odessey And Oracle,The Zombies,1.0,0.403,0.421,0.58,0.0136,7.0,0.0973,-7.011,235826.0,Care Of Cell 44,52.0,0.0285,129.959,4.0,920000.0
101,0.211,The Early Years 1965-1967 CAMBRIDGE ST/ATION,Pink Floyd,1.0,0.435,0.438,0.754,0.0,2.0,0.124,-7.035,174573.0,See Emily Play - 2016 Remastered Version,33.0,0.0381,123.744,4.0,1500000.0
102,0.664,Forever Changes (2015 Remastered Version),Love,0.0,0.226,0.318,0.303,0.000223,11.0,0.113,-15.572,197274.0,Alone Again Or - 2015 Remastered Version,58.0,0.0302,174.25400000000005,4.0,834000.0
103,0.000288,Rarities - The Double Shot Years,Count Five,1.0,0.685,0.355,0.7609999999999999,0.0141,11.0,0.189,-6.309,189848.0,Psychotic Reaction - Rarities Version,8.0,0.0978,165.209,4.0,142000.0
104,0.101,Easter Everywhere,The 13th Floor Elevators,0.0,0.602,0.555,0.6940000000000001,0.0,9.0,0.123,-8.453,482278.0,Slip Inside This House - Stereo LP Version,43.0,0.0426,127.423,4.0,971000.0
105,0.354,I Had Too Much To Dream (Last Night),The Electric Prunes,0.0,0.412,0.341,0.7140000000000001,0.0,2.0,0.31,-7.997999999999997,178266.0,I Had Too Much To Dream (Last Night),49.0,0.0404,147.60399999999996,4.0,1600000.0
106,0.0586,Cameo Parkway 1957-1967 (Original Hit Recordings),? & The Mysterians,1.0,0.8540000000000001,0.68,0.507,6.49e-06,7.0,0.0754,-5.9289999999999985,177426.0,96 Tears,30.0,0.0336,123.47,4.0,6300000.0
107,0.727,Here Are the Sonics,The Sonics,1.0,0.934,0.506,0.948,0.0,10.0,0.0904,-5.626,160400.0,Have Love Will Travel,55.0,0.105,130.195,4.0,5800000.0
108,0.0565,Babes In Arms,MC5,1.0,0.619,0.329,0.8059999999999999,0.21,1.0,0.355,-11.925,181760.0,Kick out the Jams,40.0,0.0596,142.625,4.0,3200000.0
109,0.441,Black Monk Time,The Monks,0.0,0.464,0.65,0.7979999999999999,0.0007059999999999999,9.0,0.13699999999999998,-8.126,213706.0,I Hate You,42.0,0.0541,110.646,4.0,301000.0
110,0.025,The Velvet Underground & Nico 45th Anniversary (Super Deluxe Edition),The Velvet Underground,1.0,0.861,0.682,0.621,0.852,7.0,0.153,-9.653,279520.0,I'm Waiting For The Man - Album Version (Stereo),16.0,0.0451,125.91,4.0,914000.0
111,0.21,Fifth Dimension,The Byrds,1.0,0.37,0.364,0.768,0.136,9.0,0.503,-10.492,214640.0,Eight Miles High,56.0,0.0757,130.602,4.0,4500000.0
112,0.111,Wipe Out,The Surfaris,1.0,0.726,0.46,0.955,0.54,11.0,0.952,-6.684,166092.0,Wipe Out,42.0,0.0487,160.07299999999995,4.0,11000000.0
113,0.6809999999999999,Greatest Hits,James Taylor,1.0,0.445,0.695,0.282,0.0267,9.0,0.0767,-15.359000000000002,268706.0,You've Got A Friend,53.0,0.0295,91.681,4.0,14000000.0
114,0.841,Moondance,Van Morrison,1.0,0.334,0.575,0.188,4.370000000000001e-05,9.0,0.228,-18.758,155453.0,Crazy Love,54.0,0.0959,77.464,4.0,2200000.0
115,0.762,The Complete Trio Collection,Dolly Parton,1.0,0.618,0.609,0.368,6.28e-06,10.0,0.335,-13.338,216573.0,Wildflowers - Remastered,13.0,0.0294,90.373,4.0,1000000.0
116,0.5589999999999999,Every Picture Tells A Story,Rod Stewart,1.0,0.5429999999999999,0.605,0.574,0.113,2.0,0.0684,-10.536,350266.0,Maggie May,34.0,0.0377,129.44899999999998,4.0,16000000.0
117,0.621,You Don't Mess Around With Jim,Jim Croce,0.0,0.7759999999999999,0.6609999999999999,0.518,1.7800000000000002e-05,6.0,0.0953,-10.061,170759.0,Walkin' Back to Georgia,59.0,0.0319,127.266,4.0,1100000.0
118,0.943,Led Zeppelin IV (Remastered Version),Led Zeppelin,1.0,0.522,0.503,0.265,0.045,2.0,0.0867,-15.913,212160.0,Going To California,55.0,0.0333,78.044,4.0,13000000.0
119,0.405,Rumours (Super Deluxe),Fleetwood Mac,1.0,0.57,0.872,0.316,0.0126,0.0,0.0849,-14.415,261546.0,"Dreams (Sessions, Roughs & Outtakes) - 2004 Remastered Edition",49.0,0.0436,119.528,4.0,159000000.0
120,0.589,Solitude Standing,Suzanne Vega,0.0,0.376,0.7120000000000001,0.16699999999999998,0.0,1.0,0.157,-22.047,129106.0,Tom's Diner,46.0,0.8909999999999999,96.637,4.0,13000000.0
121,0.233,The Very Best Of The Commodores,Commodores,0.0,0.348,0.575,0.4320000000000001,0.00135,10.0,0.0743,-13.642,260893.0,Easy,58.0,0.0314,132.145,4.0,15000000.0
122,0.918,Personal Jesus,Depeche Mode,0.0,0.349,0.667,0.266,0.284,9.0,0.136,-16.339000000000002,207866.0,Personal Jesus - Acoustic Version,45.0,0.0362,138.178,4.0,40000000.0
123,0.35,Moondance,Van Morrison,1.0,0.597,0.593,0.468,3.52e-05,7.0,0.0919,-11.165,272160.0,And It Stoned Me,50.0,0.0285,75.798,4.0,3300000.0
124,0.948,Songs Of Love And Hate,Leonard Cohen,0.0,0.18,0.474,0.0404,0.000263,9.0,0.111,-22.208,310773.0,Famous Blue Raincoat,58.0,0.0387,119.415,3.0,4300000.0
125,0.494,All Things Must Pass (Remastered),George Harrison,1.0,0.386,0.508,0.56,0.00611,9.0,0.106,-8.244,226866.0,All Things Must Pass,59.0,0.0304,122.514,4.0,1400000.0
126,0.614,Acoustic Classics,Peter Frampton,1.0,0.308,0.7490000000000001,0.246,0.000138,0.0,0.0967,-12.847,309760.0,"Baby, I Love Your Way",50.0,0.0383,132.153,4.0,11000000.0
127,0.378,Vanilla Sky (Music from the Motion Picture),Peter Gabriel,1.0,0.471,0.6779999999999999,0.622,0.000953,11.0,0.363,-8.875,262600.0,Solsbury Hill,21.0,0.0301,102.229,1.0,29000000.0
128,0.78,Pieces Of The Sky (Expanded & Remastered),Emmylou Harris,1.0,0.311,0.476,0.318,2e-06,10.0,0.104,-10.953,213026.0,Boulder To Birmingham - Remastered,48.0,0.0304,126.495,4.0,31000.0
129,0.55,In My Own Time,Karen Dalton,1.0,0.262,0.41,0.598,0.00274,2.0,0.092,-8.515,203333.0,Something On Your Mind,53.0,0.0405,76.445,4.0,683000.0
130,0.345,What A Long Strange Trip It's Been - The Best Of The Grateful Dead,Grateful Dead,1.0,0.75,0.6,0.363,0.000333,7.0,0.25,-15.469,250333.0,Ripple,44.0,0.037000000000000005,125.761,4.0,6900000.0
131,0.83,I Can Stand A Little Rain,Joe Cocker,1.0,0.0862,0.387,0.194,0.00145,1.0,0.131,-10.829,159640.0,You Are So Beautiful,53.0,0.031,121.7,4.0,33000000.0
132,0.28800000000000003,Queen 40 Limited Edition Collector's Box Set,Queen,0.0,0.228,0.392,0.402,0.0,0.0,0.243,-9.961,354320.0,Bohemian Rhapsody - Remastered 2011,59.0,0.0536,143.88299999999995,4.0,1200000000.0
133,0.0889,Kiss,KISS,0.0,0.141,0.321,0.627,0.00878,8.0,0.0699,-9.509,313466.0,Black Diamond,52.0,0.0542,132.855,4.0,7200000.0
